"age","job","marital","education","balance","housing","duration","campaign",approval
"55","blue-collar","married","primary","4103","no","291","1","no"
"38","technician","single","tertiary","744","yes","283","1","no"
"48","services","married","secondary","116","yes","70","4","no"
"53","blue-collar","married","secondary","70","yes","611","2","no"
"44","admin.","divorced","secondary","432","no","132","3","no"
"57","management","married","tertiary","1172","no","26","1","no"
"29","blue-collar","single","secondary","9","yes","262","3","no"
"31","services","married","secondary","428","yes","272","1","no"
"35","technician","single","tertiary","7546","yes","137","1","no"
"31","blue-collar","married","primary","620","no","95","1","no"
"35","self-employed","married","tertiary","8647","no","140","2","no"
"40","management","single","secondary","192","yes","71","11","no"
"39","blue-collar","married","secondary","0","yes","502","1","no"
"43","technician","single","tertiary","27733","yes","164","7","no"
"44","entrepreneur","married","primary","276","yes","219","1","no"
"29","technician","single","secondary","113","no","328","2","yes"
"40","technician","married","secondary","782","yes","224","2","no"
"33","entrepreneur","married","primary","82","yes","63","2","no"
"46","management","married","tertiary","1008","no","24","13","no"
"27","unknown","single","tertiary","6421","no","147","4","no"
"26","admin.","single","secondary","443","no","84","3","no"
"41","technician","married","secondary","351","yes","175","1","no"
"34","technician","married","tertiary","5060","yes","12","21","no"
"39","technician","single","tertiary","-41","no","40","15","no"
"27","services","single","secondary","-124","no","217","1","no"
"31","blue-collar","married","secondary","79","yes","235","11","no"
"44","unemployed","single","secondary","3945","no","255","1","no"
"55","retired","married","tertiary","197","no","256","1","no"
"51","blue-collar","divorced","primary","837","no","41","2","no"
"50","management","married","tertiary","-94","no","75","1","no"
"30","services","married","secondary","1743","yes","192","4","no"
"46","technician","married","secondary","57","no","796","1","yes"
"49","admin.","married","secondary","635","no","220","3","no"
"56","retired","married","secondary","-113","yes","614","2","no"
"47","admin.","divorced","secondary","225","no","1126","4","yes"
"30","admin.","married","secondary","124","no","161","2","no"
"36","entrepreneur","single","secondary","475","no","141","3","no"
"40","management","married","tertiary","-7","no","697","1","no"
"37","technician","single","secondary","375","no","223","2","no"
"42","admin.","divorced","secondary","936","no","931","1","yes"
"45","technician","married","secondary","1415","yes","483","1","no"
"34","unemployed","single","secondary","0","no","63","2","no"
"27","admin.","single","secondary","3638","no","271","5","no"
"30","blue-collar","married","secondary","-99","yes","144","5","no"
"32","technician","married","secondary","167","yes","79","3","no"
"46","housemaid","married","primary","19","yes","171","1","no"
"29","self-employed","married","tertiary","242","yes","73","4","no"
"53","unknown","married","unknown","13","no","69","1","no"
"32","technician","married","secondary","286","no","60","1","no"
"49","unemployed","married","secondary","769","yes","257","1","no"
"35","management","married","tertiary","93","no","198","2","no"
"38","blue-collar","married","secondary","1663","yes","217","3","no"
"39","entrepreneur","married","primary","238","yes","134","1","no"
"34","technician","single","secondary","2178","yes","41","1","no"
"42","blue-collar","married","primary","792","yes","611","2","no"
"35","blue-collar","single","unknown","871","yes","216","3","no"
"60","admin.","married","secondary","1025","no","388","8","no"
"57","technician","divorced","secondary","63","yes","242","1","no"
"31","blue-collar","single","secondary","16","no","387","1","no"
"29","management","single","secondary","417","no","90","1","no"
"41","services","married","secondary","3992","yes","281","2","no"
"46","blue-collar","married","primary","2749","yes","332","1","no"
"33","technician","married","secondary","133","no","218","1","yes"
"32","blue-collar","single","secondary","1721","yes","650","2","no"
"54","management","divorced","tertiary","2171","yes","1034","1","yes"
"37","services","married","secondary","4760","yes","182","2","no"
"32","technician","single","secondary","2979","no","156","1","no"
"43","management","married","tertiary","690","yes","171","3","no"
"50","blue-collar","divorced","secondary","203","yes","265","1","no"
"34","blue-collar","married","secondary","322","yes","10","3","no"
"31","admin.","divorced","secondary","1210","no","350","1","no"
"43","self-employed","married","secondary","634","yes","65","1","no"
"49","entrepreneur","married","secondary","273","no","58","1","no"
"22","student","single","unknown","47","no","69","3","no"
"35","management","married","tertiary","1100","no","127","2","no"
"56","admin.","married","secondary","0","yes","154","2","no"
"53","blue-collar","married","secondary","0","no","36","4","no"
"54","entrepreneur","married","tertiary","1544","no","85","7","no"
"32","services","single","unknown","6145","yes","362","1","no"
"41","self-employed","married","secondary","28","yes","49","1","no"
"40","blue-collar","married","secondary","1012","yes","410","1","no"
"33","blue-collar","married","primary","245","yes","253","3","no"
"33","management","single","tertiary","1998","no","570","1","no"
"34","blue-collar","married","secondary","3990","yes","633","7","no"
"36","services","married","secondary","1328","yes","82","4","no"
"34","entrepreneur","married","tertiary","412","yes","164","1","no"
"55","management","married","primary","229","no","175","3","no"
"28","student","single","tertiary","1562","no","659","4","yes"
"29","admin.","single","secondary","3432","yes","139","2","no"
"31","admin.","single","secondary","144","yes","43","11","no"
"52","management","married","tertiary","1339","yes","343","5","no"
"54","services","married","unknown","386","no","74","1","no"
"43","blue-collar","married","primary","7727","yes","302","8","no"
"55","entrepreneur","married","secondary","204","no","455","13","no"
"28","blue-collar","divorced","unknown","101","yes","126","4","no"
"45","unemployed","divorced","secondary","728","yes","107","1","no"
"45","entrepreneur","married","primary","2418","yes","120","1","no"
"51","management","married","tertiary","2934","yes","727","4","no"
"42","technician","single","secondary","0","yes","275","4","no"
"43","unknown","single","unknown","181","no","41","1","no"
"34","management","married","tertiary","176","no","61","4","no"
"36","blue-collar","married","primary","49","yes","232","2","no"
"37","blue-collar","married","secondary","2023","yes","214","1","no"
"50","blue-collar","married","secondary","372","yes","21","1","no"
"42","management","divorced","unknown","7702","no","138","2","yes"
"34","blue-collar","single","primary","464","yes","173","1","no"
"48","management","married","secondary","117","yes","635","1","no"
"47","admin.","married","secondary","104","yes","77","2","no"
"40","management","married","tertiary","1041","yes","73","1","no"
"37","management","married","tertiary","539","no","540","2","no"
"38","blue-collar","married","primary","0","yes","179","2","no"
"29","technician","single","tertiary","406","yes","119","1","no"
"46","blue-collar","married","primary","2558","yes","107","1","no"
"26","blue-collar","married","secondary","484","yes","48","2","no"
"30","services","single","tertiary","3516","yes","447","4","no"
"42","blue-collar","married","secondary","5639","yes","430","2","no"
"42","management","single","tertiary","100","no","64","2","no"
"31","admin.","single","secondary","1306","yes","217","5","no"
"37","management","single","tertiary","815","yes","77","1","no"
"26","blue-collar","married","secondary","245","yes","16","11","no"
"54","blue-collar","married","unknown","191","no","753","2","no"
"70","retired","married","secondary","2815","no","125","2","no"
"29","self-employed","single","secondary","3672","yes","1210","1","no"
"50","services","married","secondary","1572","yes","185","1","no"
"60","unemployed","divorced","secondary","385","yes","80","1","no"
"32","technician","single","secondary","29","no","156","2","no"
"32","technician","married","secondary","84","no","403","3","no"
"34","self-employed","single","tertiary","876","yes","145","2","no"
"48","services","single","primary","1499","yes","17","7","no"
"25","student","married","tertiary","0","yes","160","1","no"
"32","management","married","secondary","6217","yes","486","2","no"
"32","blue-collar","married","primary","329","yes","321","1","no"
"47","admin.","divorced","secondary","162","yes","203","4","no"
"32","technician","married","unknown","14533","no","646","3","no"
"49","management","single","tertiary","151","yes","97","3","yes"
"53","services","married","secondary","-2","yes","144","2","no"
"41","blue-collar","single","unknown","4684","no","30","6","no"
"47","management","divorced","tertiary","1149","no","82","2","no"
"35","blue-collar","married","primary","11","yes","326","4","no"
